,,,,,,,,,,,,,,,,txtTitle,,,,,,
,,,,,,,,,,,,,,,,ระบบการเงิน,,,,,,
repName,repCode,PAYMENTDATE,PREPAYMENTCODE,BUDGETGROUPID,PAYCODE,Text90,RECEIVEDATETIME,CR,Text97,Text116,Text119,Text122,Text99,CREATEUSERID,Text95,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,2019-11-11,03TT630119,สำนักงานคณะกรรมการอาหารและยา,036300258,ค่าวัสดุ,"ค่ายา จำนวน 9 รายการ ตามใบแจ้งหนี้ เลขที่ ช.62/13206,13207,13208,13209,13210  *262*            ""บัญชี เงินทุนหมุนเวียนยาเสพติด""","177,200.00",0,0.00,0.00,0.00,177200,,2019-11-11,,,,,,,
,,,,,,,,,,,,,,,,PAYMENTDATE,PREPAYMENTCODE,BUDGETGROUPID,CR,Text97,CREATEUSERID,Text99
,,,,,,,,,,,,,,,,,,402016: เงินทุนหมุนเวียนยาเสพติด,10244741,,,
,,2019-11-11,03TT630120,สำนักงานคณะกรรมการอาหารและยา,036300257,ค่าวัสดุ,"ค่ายา จำนวน 6 รายการ ตามใบแจ้งหนี้ เลขที่ ช.62/13211,13212  *261*                      ""บัญชี เงินทุนหมุนเวียนยาเสพติด""","145,250.00",0,0.00,0.00,0.00,145250,,2019-11-11,,,,,,,
,,,,,,,,,,,,,,,,PAYMENTDATE,PREPAYMENTCODE,BUDGETGROUPID,CR,Text97,CREATEUSERID,Text99
,,,,,,,,,,,,,,,,,,402016: เงินทุนหมุนเวียนยาเสพติด,10244742,,,
,,,,,,,,"322,450.00",,0.00,0.00,0.00,,,,,,,,,,
