i_rank_show,c_comment,c_expense_group_main,c_creditor,d_doc,f_inv,c_acc_code,c_acc_name,c_acc_code2,c_acc_name2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,ใบสั่งซื้อ 3C10-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เมดดิก้า จำกัด,2020-05-25," 250,880.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,ใบสั่งซื้อ 3C14-08/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แมคคา โปรดักชั่น จำกัด,2020-07-09," 529,650.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,ใบสั่งซื้อ 3C14-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แมคคา โปรดักชั่น จำกัด,2020-07-24," 149,345.25 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,ใบสั่งซื้อ 3C15-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-03-24," 126,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,ใบสั่งซื้อ 3C15-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-05-01," 20,680.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,ใบสั่งซื้อ 3C15-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-28," 32,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,ใบสั่งซื้อ 3C16-08/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท โอเร็กซ์ เทรดดิ้ง จำกัด,2020-06-29," 30,100.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,ใบสั่งซื้อ 3C16-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท โอเร็กซ์ เทรดดิ้ง จำกัด,2020-07-24," 32,680.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,ใบสั่งซื้อ 3C23-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไทยเพียวดีไวซ์ จำกัด,2020-06-09," 150,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ใบสั่งซื้อ 3C23-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไทยเพียวดีไวซ์ จำกัด,2020-07-09," 135,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,ใบสั่งซื้อ 3C71-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-02-03," 29,120.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,ใบสั่งซื้อ 3C73-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไบโอคอททอน จำกัด,2020-07-01," 99,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,ใบสั่งซื้อ 3C74-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท สหแพทย์เภสัช จำกัด,2020-08-17," 62,700.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,ใบสั่งซื้อ 3C86-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิตี้ เมดิคอล ซัพพลาย จำกัด,2020-06-26," 165,495.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,ใบสั่งซื้อ 3C86-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิตี้ เมดิคอล ซัพพลาย จำกัด,2020-08-17," 129,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,ใบสั่งซื้อ 3C87-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-06-09," 67,844.76 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,ใบสั่งซื้อ 3C87-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-30," 213,915.72 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,ใบสั่งซื้อ 3C123-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-06-09," 120,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,ใบสั่งซื้อ 3C123-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-03," 96,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,ใบสั่งซื้อ 3C123-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-27," 165,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,ใบสั่งซื้อ 3C123-08/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-16," 190,400.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,ใบสั่งซื้อ 3C125-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-02," 240,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,ใบสั่งซื้อ 3C126-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท พี.พี.เอส. ฮอลพิทอล ซัพพลาย จำกัด,2020-07-01," 20,375.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,ใบสั่งซื้อ 3C126-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท พี.พี.เอส. ฮอลพิทอล ซัพพลาย จำกัด,2020-08-17," 28,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,ใบสั่งซื้อ 3C127-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท โอเร็กซ์ เทรดดิ้ง จำกัด,2020-05-13," 107,107.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,ใบสั่งซื้อ 3C127-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท โอเร็กซ์ เทรดดิ้ง จำกัด,2020-06-19," 175,710.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,ใบสั่งซื้อ 3C127-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท โอเร็กซ์ เทรดดิ้ง จำกัด,2020-07-24," 119,277.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
