i_rank_show,c_comment,c_expense_group_main,c_creditor,d_doc,f_inv,c_acc_code,c_acc_name,c_acc_code2,c_acc_name2
ที่,รายการ,ประเภทรายจ่าย,รายชื่อเจ้าหนี้,วันที่ตรวจรับ, จำนวนเงิน , รหัสบัญชีย่อยค่าใช้จ่ายเดบิต , ชื่อบัญชีย่อยค่าใช้จ่ายเดบิต , รหัสบัญชีย่อยค่าใช้จ่ายเครดิต , ชื่อบัญชีย่อยค่าใช้จ่ายเครดิต 
285, ใบสั่งซื้อ 1C12-01/2563, ค่าวัสดุ, บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-07," 62,060.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
286, ใบสั่งซื้อ 1C22-04/2563, ค่าวัสดุ, บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-14," 78,752.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
287, ใบสั่งซื้อ 1C200-02, ค่าวัสดุ, บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-14," 11,700.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
288, ใบสั่งซื้อ 1C02-01/2563, ค่าวัสดุ, บริษัท เฟรซีเนียส เมดิคอล แคร์ จำกัด,2020-08-04," 446,117.50 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
289, ใบสั่งซื้อ 1C290-03/2563, ค่าวัสดุ, บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-08-21," 263,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
290, ใบสั่งซื้อ 1C255-02/2563, ค่าวัสดุ, บริษัท อินโนเมดดิ ดีไวเซส จำกัด,2020-07-23," 38,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
291, ใบสั่งซื้อ 1C01-02/2563, ค่าวัสดุ, บริษัท ไตรวิวัฒน์ อินเตอร์เทรด จำกัด,2020-09-21," 75,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
292, ใบสั่งซื้อ 1C100-06/2563, ค่าวัสดุ, บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-27," 75,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
293, ใบสั่งซื้อ 1C191-01/2563, ค่าวัสดุ, บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-16," 35,310.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
294, ใบสั่งซื้อ 1CR303-01/2563, ค่าวัสดุ, บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-04," 166,920.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
295, ใบสั่งซื้อ 1C155-01/2563, ค่าวัสดุ, บริษัท ดับบลิวเอส เมดิกา จำกัด,2020-07-24," 149,850.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
296, ใบสั่งซื้อ 1C212-02/2563, ค่าวัสดุ, บริษัท ฟินิกซ์ เซอร์จิคัล อิควิปเม้นท์ (ประเทศไทย) จำกัด,2020-08-06," 102,292.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
297, ใบสั่งซื้อ 1C213-02/2563, ค่าวัสดุ, บริษัท ฟินิกซ์ เซอร์จิคัล อิควิปเม้นท์ (ประเทศไทย) จำกัด,2020-09-17," 98,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
298, ใบสั่งซื้อ 1C214-01/2563, ค่าวัสดุ, บริษัท ฟินิกซ์ เซอร์จิคัล อิควิปเม้นท์ (ประเทศไทย) จำกัด,2020-08-07," 23,400.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
299, ใบสั่งซื้อ 1C214-02/2563, ค่าวัสดุ, บริษัท ฟินิกซ์ เซอร์จิคัล อิควิปเม้นท์ (ประเทศไทย) จำกัด,2020-09-17," 23,400.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
300,ใบสั่งซื้อ 0599/63, ค่าวัสดุ,บริษัท ยูนิตี้ เด็นตัล จำกัด,2020-07-30," 24,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ
