i_rank_show,c_comment,c_expense_group_main,c_creditor,d_doc,f_inv,c_acc_code,c_acc_name,c_acc_code2,c_acc_name2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ที่,รายการ,ประเภทรายจ่าย,รายชื่อเจ้าหนี้,วันที่ตรวจรับ, จำนวนเงิน , รหัสบัญชีย่อยค่าใช้จ่ายเดบิต , ชื่อบัญชีย่อยค่าใช้จ่ายเดบิต , รหัสบัญชีย่อยค่าใช้จ่ายเครดิต , ชื่อบัญชีย่อยค่าใช้จ่ายเครดิต ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55, ใบสั่งซื้อ 1C259-01/2563, ค่าวัสดุ, บริษัท อี ฟอร์ แอล เอม จำกัด (มหาชน),2020-05-28," 826,492.32 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56, ใบสั่งซื้อ 1C259-02/2563, ค่าวัสดุ, บริษัท อี ฟอร์ แอล เอม จำกัด (มหาชน),2020-06-24," 591,725.76 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57, ใบสั่งซื้อ 1C300-01/2563, ค่าวัสดุ, ไอดีไอ (ประเทศไทย) จำกัด,2020-07-06," 399,000.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58, ใบสั่งซื้อ 1C300-02/2564, ค่าวัสดุ, ไอดีไอ (ประเทศไทย) จำกัด,2020-08-28," 76,000.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59, ใบสั่งซื้อ 1C380-01/2563, ค่าวัสดุ, บริษัท โปรเฟสชั่นแนลนาโนเมด จำกัด,2020-09-29," 510,370.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ใบสั่งซื้อ 0603/63, ค่าวัสดุ,บริษัท กรุงเทพอินเตอร์โปรดักส์ จำกัด,2020-07-23," 616,000.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ใบสั่งซื้อ 0619/63, ค่าวัสดุ,บริษัท เซสท์-เมด จำกัด,2020-07-04," 35,310.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,ใบสั่งซื้อ 0626/63, ค่าวัสดุ,ห้างหุ้นส่วนจำกัด คลีนิคอลไดแอกโนสติคส์,2020-08-14," 493,390.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,ใบสั่งซื้อ 0633/63, ค่าวัสดุ,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-05," 45,000.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,ใบสั่งซื้อ 0638/63, ค่าวัสดุ,บริษัท แล็บมาสเตอร์ แอ๊ดวานซ์ จำกัด,2020-08-13," 99,750.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ใบสั่งซื้อ 0644/63, ค่าวัสดุ,บริษัท ไบโอมีเดีย (ประเทศไทย) จำกัด,2020-08-13," 486,000.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ใบสั่งซื้อ 0666/63, ค่าวัสดุ,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-14," 1,027.50 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,สัญญา 5C225-01/2563, โครงการต่อเนื่อง โครงการจัดซื้อน้ำยาชันสูตรฯ 5 ปี (2563-2567), บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-05-08," 2,808,364.80 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,สัญญา 5C225-02/2563, โครงการต่อเนื่อง โครงการจัดซื้อน้ำยาชันสูตรฯ 5 ปี (2563-2567), บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-05-22," 3,535,697.30 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,สัญญา 5C225-03/2563, โครงการต่อเนื่อง โครงการจัดซื้อน้ำยาชันสูตรฯ 5 ปี (2563-2567), บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-06-26," 10,758,921.20 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,สัญญา 5C225-04/2563, โครงการต่อเนื่อง โครงการจัดซื้อน้ำยาชันสูตรฯ 5 ปี (2563-2567), บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-11," 3,770,038.00 ",50301020309,ค่าวัสดุวิทยาศาสตร์ทางการแพทย์และวัสดุเคมี,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0302/63-65,โครงการต่อเนื่อง,บริษัท โอสถ อินเตอร์แลบบอราตอรีส์ จำกัด,2020-09-16," 100,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0303/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 22,159.70 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0304/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-11," 355,680.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0305/63-65,โครงการต่อเนื่อง,บริษัท บี.เอ็ล.เอช. เทร็ดดิ้ง จำกัด,2020-09-02," 24,652.80 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0308/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-09," 1,912,518.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0309/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-17," 24,396.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0309/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-09," 77,676.70 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0310/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-09," 16,148.44 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0312/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-09," 509,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0313/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-09," 410,880.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0314/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-31," 12,375.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0315/63-65,โครงการต่อเนื่อง,บริษัท เบอร์ลิน ฟาร์มาซูติคอลอินดัสตรี้ จำกัด,2020-09-11," 640,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0316/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-28," 802,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0317/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-14," 139,180.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0317/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-09," 347,950.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0318/63-65,โครงการต่อเนื่อง,สภากาชาดไทย,2020-09-08," 411,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0319/63-65,โครงการต่อเนื่อง,บริษัท ไวทอล เมด จำกัด,2020-08-20," 147,660.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0319/63-65,โครงการต่อเนื่อง,บริษัท ไวทอล เมด จำกัด,2020-09-15," 393,760.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0320/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-14," 85,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0320/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-25," 141,967.60 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0320/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-14," 441,910.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0321/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-14," 29,403.60 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0321/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-24," 55,426.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0322/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-03," 887,565.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0323/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-31," 83,460.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0323/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-02," 104,474.80 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0323/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-14," 178,672.55 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0324/63-65,โครงการต่อเนื่อง,บริษัท บี.เอ็ล.เอช. เทร็ดดิ้ง จำกัด,2020-09-02," 78,752.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0325/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-17," 340,216.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0325/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-09," 1,153,432.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
